"","...1","record","species_code","group","run_name","scientific_name.x","common_name","breeding_date_source","breeding_start_dt","breeding_end_dt","nonbreeding_start_dt","nonbreeding_end_dt","postbreeding_migration_start_dt","postbreeding_migration_end_dt","prebreeding_migration_start_dt","prebreeding_migration_end_dt","year_round_start_dt","year_round_end_dt","Credibility Code","Sample Size","Precision","Abundance","Significance","AOU","Region","common_name.y","Region Name","Model","N Routes","Trend","2.5%CI","97.5%CI","Relative Abundance","SpecID","PassNonPass","IOCOrder","Family","BLFamilyEnglish","scientific_name.y","Data","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.5Cat","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","understory","midhigh","canopy","aerial","PelagicSpecialist","ForStrat.SpecLevel","Nocturnal","size","AB_mig","eBird_mig","AB_diet","sw_diet","AB_foraging","sw_foraging","Eastern.Western","Forest.Type","BodyMass-Value","Source_BM","date_dif","days_div"
"119",236,19,"blkswi","migrant","blkswi-ERD2018-EBIRD_SCIENCE-20191108-b2958ca8","Cypseloides niger","Black Swift","ebird",2018-06-14,2018-07-20,2018-11-02,2018-02-14,2018-07-21,2018-11-01,2018-02-15,2018-06-07,"NA","NA","Y","NA","Y","NA","NA",4220,"SU1","Black Swift","Survey-wide","DD",125,-2.13,-5.32,1.69,6.38,"2330","Nonpasseriformes","Apodiformes","Apodidae","Swifts","Cypseloides niger","0","100","0","0","0","0","0","0","0","0","0","Invertebrate","0","0","0","0","0","0","100","0","1","0","39.67","N","NA","I","I","AF","AF","Western","NA",46,"BOW",326,109
"120",237,18,"whip-p1","migrant","whip-p1-ERD2018-EBIRD_SCIENCE-20191108-27b36f48","Antrostomus vociferus","Eastern Whip-poor-will","ebird",2018-05-31,2018-07-27,2018-11-09,2018-02-21,2018-07-28,2018-11-08,2018-02-22,2018-05-24,"NA","NA","Y","NA","NA","Y","2",4171,"SU1","Eastern Whip-poor-will","Survey-wide","Dh",838,-1.87,-2.46,-1.27,0.23,"3235","Nonpasseriformes","Caprimulgiformes","Caprimulgidae","Nightjars","Caprimulgus vociferus","1","100","0","0","0","0","0","0","0","0","0","Invertebrate","0","10","20","20","50","0","0","0","1","1","53.3","N","NA","I","I","AF","AF","Eastern","NA",52.95,"BOW",305,102
"121",88,229,"paired","migrant","paired-ERD2018-EBIRD_SCIENCE-20191112-f98f8aaa","Myioborus pictus","Painted Redstart","ebird",2018-05-17,2018-08-10,2018-10-26,2018-02-15,2018-08-17,2018-10-19,2018-02-22,2018-05-10,"NA","NA","NA","NA","NA","NA","NA",6880,"SUR","Painted Redstart","Survey-wide","Dh",10,0.635,-1.56,2.978,0.837,"12757","Passeriformes","Passeriformes","Parulidae","New World warblers","Myioborus pictus","0","80","0","0","0","0","0","0","20","0","0","Invertebrate","0","0","0","100","0","0","0","0","1","0","9.7899999999999991",NA,"NR","NA","I","NA","F","NA","Tropical",9.79,"Elton",277,92
"122",165,62,"grepew","migrant","grepew-ERD2018-EBIRD_SCIENCE-20191113-9f484041","Contopus pertinax","Greater Pewee","ebird",2018-05-10,2018-08-31,2018-10-26,2018-03-08,2018-09-07,2018-10-19,2018-03-15,2018-05-03,"NA","NA","NA","NA","NA","NA","NA",4600,"SUR","Greater Pewee","Survey-wide","Dh",6,0,-1.352,7.32,0.723,"6022","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers","Contopus pertinax","0","90","0","0","0","0","0","10","0","0","0","Invertebrate","0","0","0","0","100","0","0","0","1","0","27.2",NA,"NR","NA","I","NA","AH","NA","Tropical",27.2,"Elton",249,83
"123",41,73,"ducfly","migrant","ducfly-ERD2018-EBIRD_SCIENCE-20191112-ada40636","Myiarchus tuberculifer","Dusky-capped Flycatcher","ebird",2018-05-03,2018-07-13,2018-11-02,2018-03-08,2018-07-20,2018-10-26,2018-03-15,2018-04-26,"NA","NA","NA","NA","NA","NA","NA",4550,"SUR","Dusky-capped Flycatcher","Survey-wide","Dh",12,0,-0.476,0.712,5.878,"6156","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers","Myiarchus tuberculifer","0","80","0","0","0","0","0","10","0","10","0","Invertebrate","0","0","0","33","33","33","0","0","1","0","17.7",NA,"NR","NA","I","NA","F","NA","Tropical",17.7,"Elton",291,97
"124",57,243,"varbun","migrant","varbun-ERD2018-EBIRD_SCIENCE-20191112-e6c324cc","Passerina versicolor","Varied Bunting","ebird",2018-05-31,2018-07-13,2018-11-02,2018-03-29,2018-07-27,2018-10-26,2018-04-05,2018-05-24,"NA","NA","NA","NA","NA","NA","NA",6000,"SUR","Varied Bunting","Survey-wide","Dh",29,1.168,-1.194,4.265,0.199,"13314","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies","Passerina versicolor","0","60","0","0","0","0","0","0","0","40","0","Invertebrate","0","0","50","50","0","0","0","0","1","0","12.89",NA,"NR","NA","I","NA","G","NA","Tropical",12.89,"Elton",319,106
"125",102,38,"zothaw","migrant","zothaw-ERD2018-EBIRD_SCIENCE-20191112-ba73af0a","Buteo albonotatus","Zone-tailed Hawk","ebird",2018-05-03,2018-08-17,2018-11-02,2018-03-01,2018-08-24,2018-10-26,2018-03-08,2018-04-26,"NA","NA","NA","NA","NA","NA","NA",3400,"SUR","Zone-tailed Hawk","Survey-wide","SS",25,4.043,-0.815,7.157,0.053,"4822","Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Buteo albonotatus","0","0","70","30","0","0","0","0","0","0","0","VertFishScav","0","0","50","20","30","0","0","0","1","0","745.92",NA,"NR","NA","C","NA","GH","NA","Tropical",745.92,"Elton",256,85
"126",166,80,"thbkin","migrant","thbkin-ERD2018-EBIRD_SCIENCE-20191030-f2d0445a","Tyrannus crassirostris","Thick-billed Kingbird","ebird",2018-05-17,2018-08-31,2018-11-02,2018-03-15,2018-09-07,2018-10-26,2018-03-22,2018-05-10,"NA","NA","NA","NA","NA","NA","NA",4451,"SUR","Thick-billed Kingbird","Survey-wide","Dh",3,-0.003,-2.918,1.394,0.107,"6191","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers","Tyrannus crassirostris","0","80","0","0","0","0","0","0","0","20","0","Invertebrate","0","0","0","0","40","30","30","0","1","0","55.89",NA,"NR","NA","I","NA","AH","NA","Tropical",55.89,"Elton",256,85
"127",103,23,"maghum1","migrant","maghum1-ERD2018-EBIRD_SCIENCE-20191109-78dcdc07","Eugenes fulgens","Rivoli's Hummingbird","ebird",2018-05-03,2018-08-17,2018-11-09,2018-03-01,2018-08-24,2018-11-02,2018-03-08,2018-04-26,"NA","NA","NA","NA","NA","NA","NA",4260,"SUR","Rivoli's Hummingbird","Survey-wide","Dh",2,-0.001,-10.17,7.432,0.019,"2679","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds","Eugenes fulgens","0","10","0","0","0","0","0","0","90","0","0","FruiNect","0","0","0","60","30","0","10","0","1","0","8",NA,"NR","NA","N","NA","F","NA","Tropical",7.59,"Elton",256,85
"128",74,103,"blujay","migrant","blujay-ERD2018-EBIRD_SCIENCE-20191026-dc0f68cb","Cyanocitta cristata","Blue Jay","ebird",2018-06-07,2018-08-03,2018-11-23,2018-03-08,2018-08-10,2018-11-16,2018-03-15,2018-05-31,"NA","NA","NA","NA","NA","NA","2",4770,"SU1","Blue Jay","Survey-wide","Dh",3189,-0.58,-0.67,-0.5,7.4,"7977","Passeriformes","Passeriformes","Corvidae","Crows and jays","Cyanocitta cristata","1","20","10","10","0","0","0","20","0","40","0","Omnivore","0","0","40","20","20","20","0","0","1","0","88",NA,"R","NA","O","NA","G","Eastern","Temperate",88,"Elton",305,102
"129",168,162,"pinsis","migrant","pinsis-ERD2018-EBIRD_SCIENCE-20191103-dc9be80a","Spinus pinus","Pine Siskin","ebird",2018-06-07,2018-08-31,2018-12-14,2018-03-08,2018-09-07,2018-12-07,2018-03-15,2018-05-31,"NA","NA","NA","NA","NA","NA","2",5330,"SU1","Pine Siskin","Survey-wide","Dh",1529,-2.45,-5.21,-0.67,15.19,"12318","Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers","Carduelis pinus","1","10","0","0","0","0","0","10","0","70","10","PlantSeed","0","0","50","0","50","0","0","0","1","0","12.7",NA,"R","NA","G","NA","F","NA","Boreal",12.7,"Elton",277,92
"130",42,156,"evegro","migrant","evegro-ERD2018-EBIRD_SCIENCE-20191105-05d53bdb","Coccothraustes vespertinus","Evening Grosbeak","ebird",2018-05-31,2018-07-13,2018-12-28,2018-03-29,2018-07-20,2018-12-21,2018-04-05,2018-05-24,"NA","NA","NA","NA","NA","NA","2",5140,"SU1","Evening Grosbeak","Survey-wide","Dh",1076,-3.04,-5.32,-1.39,3.89,"12417","Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers","Coccothraustes vespertinus","1","10","0","0","0","0","0","20","0","40","30","PlantSeed","0","0","0","50","50","0","0","0","1","0","57.3",NA,"R","NA","G","NA","F","NA","Boreal",57.3,"Elton",319,106
"131",3,28,"allhum","migrant","allhum-ERD2018-EBIRD_SCIENCE-20191109-8bf1bc00","Selasphorus sasin","Allen's Hummingbird","ebird",2018-03-22,2018-06-07,2018-09-07,2018-01-04,2018-06-14,2018-08-31,2018-01-11,2018-03-15,"NA","NA","NA","NA","NA","NA","2",4340,"SU1","Allen's Hummingbird","Survey-wide","Dh",59,-2.66,-4.22,-1.23,1.56,"2814","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds","Selasphorus sasin","0","10","0","0","0","0","0","0","90","0","0","FruiNect","0","0","0","40","60","0","0","0","1","0","3.36",NA,"S","NA","N","NA","F","NA","NA",3.36,"Elton",285,95
"132",137,50,"rehwoo","migrant","rehwoo-ERD2018-EBIRD_SCIENCE-20191029-10f58331","Melanerpes erythrocephalus","Red-headed Woodpecker","ebird",2018-06-07,2018-08-24,2018-11-02,2018-04-12,2018-08-31,2018-10-26,2018-04-19,2018-05-31,"NA","NA","NA","NA","NA","NA","2",4060,"SU1","Red-headed Woodpecker","Survey-wide","Dh",1925,-1.42,-1.69,-1.15,1.65,"881","Nonpasseriformes","Piciformes","Picidae","Woodpeckers","Melanerpes erythrocephalus","1","60","0","0","0","10","0","0","0","20","10","Invertebrate","0","0","20","20","60","0","0","0","1","0","71.599999999999994",NA,"S","NA","I","NA","AH","Eastern","Temperate",71.6,"Elton",284,95
"133",158,153,"bohwax","migrant","bohwax-ERD2018-EBIRD_SCIENCE-20191108-b4634fd5","Bombycilla garrulus","Bohemian Waxwing","ebird",2018-05-17,2018-09-21,2018-11-02,2018-03-08,2018-09-28,2018-10-26,2018-03-15,2018-05-10,"NA","NA","NA","NA","NA","NA","NA",6180,"SUR","Bohemian Waxwing","Survey-wide","Dh",103,-3.396,-6.168,-0.829,0.821,"8766","Passeriformes","Passeriformes","Bombycillidae","Waxwings","Bombycilla garrulus","0","30","0","0","0","0","0","50","0","0","20","Omnivore","0","0","0","40","40","0","20","0","1","0","54.41",NA,"S","NA","F","NA","F","NA","Boreal",54.41,"Elton",235,78
"134",140,45,"wilsap","migrant","wilsap-ERD2018-EBIRD_SCIENCE-20191109-2323cb40","Sphyrapicus thyroideus","Williamson's Sapsucker","ebird",2018-05-17,2018-08-24,2018-11-09,2018-01-11,2018-08-31,2018-11-02,2018-01-18,2018-05-10,"NA","NA","Y","NA","NA","Y","NA",4040,"SU1","Williamson's Sapsucker","Survey-wide","Dh",195,0.33,-0.64,1.23,0.2,"903","Nonpasseriformes","Piciformes","Picidae","Woodpeckers","Sphyrapicus thyroideus","0","50","0","0","0","0","0","20","30","0","0","Omnivore","0","0","10","20","50","20","0","0","1","0","47.6",NA,"S","NA","I","NA","B","Western","Temperate",47.6,"Elton",263,88
"135",152,135,"bewwre","migrant","bewwre-ERD2018-EBIRD_SCIENCE-20191025-f58b45a6","Thryomanes bewickii","Bewick's Wren","ebird",2018-05-24,2018-08-03,2018-11-09,2018-03-08,2018-09-14,2018-11-02,2018-03-15,2018-05-17,"NA","NA","NA","NA","NA","NA","NA",7190,"SU1","Bewick's Wren","Survey-wide","Dh",977,-0.47,-1.13,0.11,3.63,"9713","Passeriformes","Passeriformes","Troglodytidae","Wrens","Thryomanes bewickii","0","80","0","0","0","0","0","20","0","0","0","Invertebrate","0","0","50","50","0","0","0","0","1","0","9.9",NA,"S","NA","I","NA","F","NA","NA",9.9,"Elton",291,97
"136",149,137,"brnthr","migrant","brnthr-ERD2018-EBIRD_SCIENCE-20191026-c67b60d8","Toxostoma rufum","Brown Thrasher","ebird",2018-05-31,2018-09-07,2018-11-16,2018-03-01,2018-09-14,2018-11-09,2018-03-08,2018-05-24,"NA","NA","NA","NA","NA","NA","2",7050,"SU1","Brown Thrasher","Survey-wide","Dh",2894,-0.87,-0.99,-0.76,2.73,"9583","Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers","Toxostoma rufum","1","50","0","0","0","0","0","30","0","20","0","Omnivore","0","0","80","20","0","0","0","0","1","0","68.8",NA,"S","NA","I","NA","G","Eastern","Temperate",68.8,"Elton",263,88
"137",169,49,"lewwoo","migrant","lewwoo-ERD2018-EBIRD_SCIENCE-20191029-15696c88","Melanerpes lewis","Lewis's Woodpecker","ebird",2018-05-24,2018-07-27,2018-11-16,2018-04-12,2018-09-07,2018-11-09,2018-04-19,2018-05-17,"NA","NA","Y","NA","NA","Y","2",4080,"SU1","Lewis's Woodpecker","Survey-wide","Dh",202,-1.13,-2.53,-0.13,0.11,"878","Nonpasseriformes","Piciformes","Picidae","Woodpeckers","Melanerpes lewis","0","60","0","0","0","0","0","0","20","20","0","Invertebrate","0","0","0","50","50","0","0","0","1","0","105.76",NA,"S","NA","I","NA","AH","Western","Temperate",105.76,"Elton",298,99
"138",170,59,"norfli","migrant","norfli-ERD2018-EBIRD_SCIENCE-20191029-18c23a7f","Colaptes auratus","Northern Flicker","ebird",2018-05-17,2018-08-31,2018-11-16,2018-02-22,2018-09-07,2018-11-09,2018-03-01,2018-05-10,"NA","NA","NA","NA","NA","NA","2",34120,"SU1","Northern Flicker (all forms)","Survey-wide","Dh",4358,-1.11,-1.3,-0.94,2.84,"1001","Nonpasseriformes","Piciformes","Picidae","Woodpeckers","Colaptes auratus","1","70","0","0","0","0","0","20","0","10","0","Invertebrate","0","0","100","0","0","0","0","0","1","0","131.46",NA,"S","NA","I","NA","G","NA","NA",131.46,"Elton",256,85
"139",105,47,"rensap","migrant","rensap-ERD2018-EBIRD_SCIENCE-20191108-526d556d","Sphyrapicus nuchalis","Red-naped Sapsucker","ebird",2018-06-07,2018-08-17,2018-11-23,2018-02-15,2018-08-24,2018-11-16,2018-02-22,2018-05-31,"NA","NA","Y","NA","NA","Y","NA",4021,"SU1","Red-naped Sapsucker","Survey-wide","Dh",395,0.85,-0.05,1.7,0.97,"901","Nonpasseriformes","Piciformes","Picidae","Woodpeckers","Sphyrapicus nuchalis","1","50","0","0","0","0","0","10","30","10","0","Omnivore","0","0","0","20","40","40","0","0","1","0","48.49",NA,"S","NA","I","NA","B","Western","Temperate",48.49,"Elton",291,97
"140",131,133,"winwre3","migrant","winwre3-ERD2018-EBIRD_SCIENCE-20191105-5a1d74cf","Troglodytes hiemalis","Winter Wren","ebird",2018-06-07,2018-07-27,2018-11-23,2018-02-15,2018-08-03,2018-11-16,2018-02-22,2018-05-31,"NA","NA","NA","NA","NA","NA","NA",7222,"SU1","Winter Wren","Survey-wide","Dh",951,0.22,-1.02,1.24,6.78,"9750","Passeriformes","Passeriformes","Troglodytidae","Wrens","Troglodytes troglodytes","1","60","0","10","10","0","0","10","0","10","0","Invertebrate","0","0","50","50","0","0","0","0","1","0","9.74",NA,"S","NA","I","NA","G","NA","Boreal",9.74,"Elton",312,104
"141",138,143,"towsol","migrant","towsol-ERD2018-EBIRD_SCIENCE-20191109-41440a70","Myadestes townsendi","Townsend's Solitaire","ebird",2018-06-07,2018-08-24,2018-11-23,2018-03-08,2018-08-31,2018-11-16,2018-03-15,2018-05-31,"NA","NA","Y","NA","NA","Y","NA",7540,"SU1","Townsend's Solitaire","Survey-wide","Dh",535,0.43,-0.16,1.01,0.46,"8880","Passeriformes","Passeriformes","Turdidae","Thrushes","Myadestes townsendi","0","50","0","0","0","0","0","20","0","20","10","Omnivore","0","0","0","0","60","20","20","0","1","0","33.200000000000003",NA,"S","NA","F","NA","F","Western","Temperate",33.2,"Elton",284,95
"142",150,46,"yebsap","migrant","yebsap-ERD2018-EBIRD_SCIENCE-20191030-3abe59ca","Sphyrapicus varius","Yellow-bellied Sapsucker","ebird",2018-05-24,2018-09-07,2018-11-23,2018-03-08,2018-09-14,2018-11-16,2018-03-15,2018-05-17,"NA","NA","NA","NA","NA","NA","NA",4020,"SU1","Yellow-bellied Sapsucker","Survey-wide","Dh",1197,0.75,-0.01,1.31,1.65,"900","Nonpasseriformes","Piciformes","Picidae","Woodpeckers","Sphyrapicus varius","1","50","0","0","0","0","0","10","30","10","0","Omnivore","0","0","0","30","40","30","0","0","1","0","50.3",NA,"S","NA","I","NA","B","Eastern","Temperate",50.3,"Elton",256,85
"143",151,11,"moudov","migrant","moudov-ERD2018-EBIRD_SCIENCE-20191029-e08f146c","Zenaida macroura","Mourning Dove","ebird",2018-05-17,2018-09-07,2018-11-23,2018-03-01,2018-09-14,2018-11-16,2018-03-08,2018-05-10,"NA","NA","NA","NA","NA","NA","2",3160,"SU1","Mourning Dove","Survey-wide","Dh",4495,-0.34,-0.57,-0.2,27.66,"3439","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons","Zenaida macroura","1","0","0","0","0","0","0","0","0","90","10","PlantSeed","0","0","60","40","0","0","0","0","1","0","118.93",NA,"S","NA","G","NA","G","NA","NA",118.93,"Elton",249,83
"144",17,167,"chispa","migrant","chispa-ERD2018-EBIRD_SCIENCE-20191102-39a8ae6c","Spizella passerina","Chipping Sparrow","ebird",2018-06-07,2018-07-06,2018-11-30,2018-03-01,2018-07-13,2018-11-23,2018-03-08,2018-05-31,"NA","NA","NA","NA","NA","NA","2",5600,"SU1","Chipping Sparrow","Survey-wide","Dh",3965,-0.59,-0.88,-0.36,12.58,"12560","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies","Spizella passerina","1","40","0","0","0","0","0","0","0","60","0","PlantSeed","0","0","80","10","10","0","0","0","1","0","12.2",NA,"S","NA","G","NA","G","NA","NA",12.2,"BOW",333,111
"145",89,216,"pinwar","migrant","pinwar-ERD2018-EBIRD_SCIENCE-20191103-1a8f7ddf","Setophaga pinus","Pine Warbler","ebird",2018-05-31,2018-08-10,2018-11-30,2018-01-25,2018-08-17,2018-11-23,2018-02-01,2018-05-24,"NA","NA","NA","NA","NA","NA","1",6710,"SU1","Pine Warbler","Survey-wide","Dh",1478,1.33,1.01,1.63,4.77,"12706","Passeriformes","Passeriformes","Parulidae","New World warblers","Dendroica pinus","1","70","0","0","0","0","0","10","10","10","0","Invertebrate","0","0","20","0","80","0","0","0","1","0","11.79",NA,"S","NA","I","NA","F","Eastern","Temperate",11.79,"Elton",291,97
"146",106,171,"whcspa","migrant","whcspa-ERD2018-EBIRD_SCIENCE-20191103-303b36ce","Zonotrichia leucophrys","White-crowned Sparrow","ebird",2018-06-14,2018-08-17,2018-11-30,2018-03-15,2018-08-24,2018-11-23,2018-03-22,2018-06-07,"NA","NA","NA","NA","NA","NA","NA",5540,"SU1","White-crowned Sparrow","Survey-wide","Dh",561,-0.22,-0.7,0.24,4.41,"12526","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies","Zonotrichia leucophrys","1","10","0","0","0","0","0","10","0","70","10","PlantSeed","0","0","80","10","10","0","0","0","1","0","28",NA,"S","NA","G","NA","G","NA","NA",28,"Elton",298,99
"147",107,174,"spotow","migrant","spotow-ERD2018-EBIRD_SCIENCE-20191103-bff982f4","Pipilo maculatus","Spotted Towhee","ebird",2018-05-31,2018-08-17,2018-11-30,2018-02-15,2018-08-24,2018-11-23,2018-02-22,2018-05-24,"NA","NA","NA","NA","NA","NA","NA",5880,"SU1","Spotted Towhee","Survey-wide","Dh",1062,-0.15,-0.61,0.2,8.93,"12601","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies","Pipilo maculatus","1","50","0","0","0","0","0","20","0","30","0","Omnivore","0","0","70","30","0","0","0","0","1","0","39.28",NA,"S","NA","G","NA","G","Western","Temperate",39.28,"Elton",284,95
"148",139,123,"gockin","migrant","gockin-ERD2018-EBIRD_SCIENCE-20191028-fa063b9b","Regulus satrapa","Golden-crowned Kinglet","ebird",2018-05-24,2018-08-24,2018-11-30,2018-03-01,2018-08-31,2018-11-23,2018-03-08,2018-05-17,"NA","NA","NA","NA","NA","NA","NA",7480,"SU1","Golden-crowned Kinglet","Survey-wide","Dh",1195,-0.24,-1.25,0.59,3.79,"10163","Passeriformes","Passeriformes","Reguliidae","Goldcrests and kinglets","Regulus satrapa","1","100","0","0","0","0","0","0","0","0","0","Invertebrate","0","0","0","50","50","0","0","0","1","0","6.19",NA,"S","NA","I","NA","F","NA","Boreal",6.19,"Elton",270,90
"149",2,159,"casfin","migrant","casfin-ERD2018-EBIRD_SCIENCE-20191108-26dfcca8","Haemorhous cassinii","Cassin's Finch","ebird",2018-05-31,2018-09-28,2018-12-07,2018-03-22,2018-10-05,2018-11-30,2018-03-29,2018-05-24,"NA","NA","NA","NA","NA","NA","NA",5180,"SU1","Cassin's Finch","Survey-wide","Dh",483,-0.61,-1.74,0.28,2.37,"12368","Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers","Carpodacus cassinii","0","20","0","0","0","0","0","0","0","40","40","PlantSeed","0","0","60","0","0","40","0","0","1","0","26.5",NA,"S","NA","G","NA","G","Western","Temperate",26.5,"Elton",242,81
"150",58,217,"yerwar","migrant","yerwar-ERD2018-EBIRD_SCIENCE-20191102-5c560725","Setophaga coronata","Yellow-rumped Warbler","ebird",2018-06-14,2018-07-20,2018-12-07,2018-03-01,2018-07-27,2018-11-30,2018-03-08,2018-06-07,"NA","NA","NA","NA","NA","NA","NA",36550,"SU1","Yellow-rumped Warbler (all forms)","Survey-wide","Dh",1846,0.31,-0.34,0.75,12.51,"12692","Passeriformes","Passeriformes","Parulidae","New World warblers","Dendroica coronata","1","70","0","0","0","0","0","10","10","10","0","Invertebrate","0","0","0","50","50","0","0","0","1","0","11.94",NA,"S","NA","I","NA","F","NA","Boreal",11.94,"Elton",326,109
"151",91,139,"normoc","migrant","normoc-ERD2018-EBIRD_SCIENCE-20191102-52d477c7","Mimus polyglottos","Northern Mockingbird","ebird",2018-06-14,2018-08-10,2018-12-07,2018-02-01,2018-08-17,2018-11-30,2018-02-08,2018-06-07,"NA","NA","NA","NA","NA","NA","2",7030,"SU1","Northern Mockingbird","Survey-wide","Dh",2782,-0.7,-1.21,-0.53,17.01,"9564","Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers","Mimus polyglottos","1","50","0","0","0","0","0","50","0","0","0","Omnivore","0","0","70","30","0","0","0","0","1","0","48.5",NA,"S","NA","F","NA","G","NA","NA",48.5,"Elton",305,102
"152",92,39,"rethaw","migrant","rethaw-ERD2018-EBIRD_SCIENCE-20191102-5a8baa3c","Buteo jamaicensis","Red-tailed Hawk","ebird",2018-05-10,2018-08-10,2018-12-07,2018-03-01,2018-08-17,2018-11-30,2018-03-08,2018-05-03,"NA","NA","NA","NA","NA","NA","1",33370,"SU1","Red-tailed Hawk (all forms)","Survey-wide","Dh",4313,1.37,1.16,1.56,1.09,"4824","Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Buteo jamaicensis","1","10","60","30","0","0","0","0","0","0","0","VertFishScav","0","0","0","0","33","33","33","0","1","0","1101.1600000000001",NA,"S","NA","C","NA","GH","NA","NA",1101.16,"Elton",270,90
"153",93,132,"pacwre1","migrant","pacwre1-ERD2018-EBIRD_SCIENCE-20191105-fcfe936a","Troglodytes pacificus","Pacific Wren","ebird",2018-05-03,2018-08-10,2018-12-07,2018-02-22,2018-08-17,2018-11-30,2018-03-01,2018-04-26,"NA","NA","NA","NA","NA","NA","NA",7221,"SU1","Pacific Wren","Survey-wide","Dh",344,0.02,-0.8,0.73,7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"S","NA","I","NA","G","Western","Temperate",9.13,"Elton",263,88
"154",111,149,"herthr","migrant","herthr-ERD2018-EBIRD_SCIENCE-20191028-83323374","Catharus guttatus","Hermit Thrush","ebird",2018-05-31,2018-08-17,2018-12-07,2018-03-01,2018-08-24,2018-11-30,2018-03-08,2018-05-24,"NA","NA","NA","NA","NA","NA","NA",7590,"SU1","Hermit Thrush","Survey-wide","Dh",1732,0.02,-0.64,0.58,9.12,"8909","Passeriformes","Passeriformes","Turdidae","Thrushes","Catharus guttatus","1","80","0","0","0","0","0","20","0","0","0","Invertebrate","0","0","50","50","0","0","0","0","1","0","30.1",NA,"S","NA","I","NA","G","Eastern","Temperate",30.1,"Elton",284,95
"155",143,164,"amegfi","migrant","amegfi-ERD2018-EBIRD_SCIENCE-20191101-042a3308","Spinus tristis","American Goldfinch","ebird",2018-05-31,2018-08-24,2018-12-07,2018-03-22,2018-08-31,2018-11-30,2018-03-29,2018-05-24,"NA","NA","NA","NA","NA","NA","2",5290,"SU1","American Goldfinch","Survey-wide","Dh",3567,-0.39,-0.55,-0.24,6,"12332","Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers","Carduelis tristis","1","10","0","0","0","0","0","0","10","60","20","PlantSeed","0","0","33","33","33","0","0","0","1","0","12.79",NA,"S","NA","G","NA","F","Eastern","Temperate",12.79,"Elton",277,92
"156",144,172,"whtspa","migrant","whtspa-ERD2018-EBIRD_SCIENCE-20191030-d66240da","Zonotrichia albicollis","White-throated Sparrow","ebird",2018-06-14,2018-08-24,2018-12-07,2018-03-15,2018-08-31,2018-11-30,2018-03-22,2018-05-31,"NA","NA","NA","NA","NA","NA","2",5580,"SU1","White-throated Sparrow","Survey-wide","Dh",1165,-0.79,-1.26,-0.38,38.35,"12524","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies","Zonotrichia albicollis","1","20","0","0","0","0","0","20","0","50","10","PlantSeed","0","0","90","10","0","0","0","0","1","0","24.4",NA,"S","NA","G","NA","F","NA","Boreal",24.4,"Elton",291,97
"157",155,175,"eastow","migrant","eastow-ERD2018-EBIRD_SCIENCE-20191028-2661d877","Pipilo erythrophthalmus","Eastern Towhee","ebird",2018-06-07,2018-09-14,2018-12-07,2018-03-01,2018-09-21,2018-11-30,2018-03-08,2018-05-31,"NA","NA","NA","NA","NA","NA","2",5870,"SU1","Eastern Towhee","Survey-wide","Dh",2123,-1.35,-1.48,-1.22,7.26,"12602","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies","Pipilo erythrophthalmus","1","30","0","0","0","0","0","30","0","40","0","Omnivore","0","0","80","20","0","0","0","0","1","0","40.03",NA,"S","NA","G","NA","G","Eastern","Temperate",40.03,"Elton",263,88
